Category,SubCategory,CatID,CatShort,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_ja,SubCategory_ja,Synonyms_ja
CARTOON,PLUCK,TOONPluk,TOON,string pluck,卡通,弹拨,拨弦,卡通,彈撥,撥弦,カートゥーン、コミカル,弾く、かき鳴らす,弦をはじく
CARTOON,POP,TOONPop,TOON,"pop gun, mouth pop, suction cup, bubble pops",卡通,道具,"吸盘,泡泡爆破",卡通,道具,"吸盤,泡泡爆破",カートゥーン、コミカル,ポップ、ポン、ピン,"ポップガン,マウスポップ,吸盤,バブルポップス"
CARTOON,SHAKE,TOONShake,TOON,rattle,卡通,摇晃,嘎嘎声,卡通,搖晃,嘎嘎聲,カートゥーン、コミカル,振る,ガラガラ
CARTOON,SPLAT,TOONSplt,TOON,"splat, splort, squish",卡通,啪嗒,卡通液体声,卡通,啪嗒,卡通液體聲,カートゥーン、コミカル,ピシャ,"スプラット,スポート,スクイッシュ"
CARTOON,SQUEAK,TOONSqk,TOON,squeak,卡通,摩擦,吱,卡通,摩擦,吱,カートゥーン、コミカル,チューチュー,キーキー
CARTOON,STRETCH,TOONStrch,TOON,strain,卡通,伸缩,"拉紧,拉伸",卡通,伸縮,"拉緊,拉伸",カートゥーン、コミカル,引っ張る,ひずみ
CARTOON,SWISH,TOONSwsh,TOON,"twirl, swirl",卡通,嗖嗖,"旋转,划过,闪白,过场",卡通,嗖嗖,"旋轉,劃過,閃白,過場",カートゥーン、コミカル,ヒュと振り回す,"渦巻き,渦巻き"
CARTOON,TWANG,TOONTwang,TOON,"ruler, mouth harp",卡通,弹拨声,"拨尺声, 弹尺声",卡通,彈撥聲,"撥尺聲, 彈尺聲",カートゥーン、コミカル,ポン、ボロン,"定規,口琴"
CARTOON,VEHICLE,TOONVeh,TOON,"jetsons, contraption. Flintstones car, backfire",卡通,载具,"异型车, 特殊载具",卡通,載具,"異型車, 特殊載具",カートゥーン、コミカル,車,"ジェッツオンズ,コントラクション フリントストーンカー,バックファイア"
CARTOON,VOCAL,TOONVox,TOON,"mumble, silly voice, cartoon voice",卡通,语音,非人类叫声,卡通,語音,非人類叫聲,カートゥーン、コミカル,ボーカル,"つぶやく, バカな声, 漫画の声"
CARTOON,WARBLE,TOONWarb,TOON,wobble,卡通,颤音,颤音,卡通,顫音,顫音,カートゥーン、コミカル,さえずる,ウォブル
CARTOON,WHISTLE,TOONWhis,TOON,slide whistle,卡通,哨子,"滑哨,哨音",卡通,哨子,"滑哨,哨音",カートゥーン、コミカル,ホイッスル,スライドホイッスル
CARTOON,ZIP,TOONZip,TOON,"zip, rico, siren, whistle",卡通,拉链,"上拉, 下拉",卡通,拉鍊,"上拉, 下拉",カートゥーン、コミカル,ジップ、ビュ、ジッ,"zip, rico, サイレン, ホイッスル"
CERAMICS,BREAK,CERMBrk,CERM,"break, crack, shatter, crunch",陶瓷,打破,"打破,裂缝,粉碎,破坏",陶瓷,打破,"打破,裂縫,粉碎,破壞",陶器、磁器,割れる,"壊れる,割れる,粉々になる,砕ける"
CERAMICS,CRASH & DEBRIS,CERMCrsh,CERM,"fall, debris, shards",陶瓷,碎片,"坠落,碎片,碰撞",陶瓷,碎片,"墜落,碎片,碰撞",陶器、磁器,破壊、瓦礫,"落ちる, 破片, 破片"
CERAMICS,FRICTION,CERMFric,CERM,"stress, scrape, creak, squeak, screech",陶瓷,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",陶瓷,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲",陶器、磁器,こすれる、摩擦,"ストレス,擦り傷,きしみ,軋み,金切り声"
CERAMICS,HANDLE,CERMHndl,CERM,"handle, grab, set, pickup, set down, toss, catch",陶瓷,抓取,"触碰, 拿到, 抓取",陶瓷,抓取,"觸碰, 拿到, 抓取",陶器、磁器,めくる、持つ,"ハンドル,グラブ,セット,ピックアップ,セットダウン,トス,キャッチ"
CERAMICS,IMPACT,CERMImpt,CERM,"hit, drop, impact, crash, clunk, clink",陶瓷,打击,"掉落,撞击,碰撞",陶瓷,打擊,"掉落,撞擊,碰撞",陶器、磁器,打痕、叩く,"ぶつかる,落ちる,衝撃,衝突,ガチャン,カチャカチャ"
CERAMICS,MISC,CERMMisc,CERM,miscellaneous,陶瓷,其它,各种各样的,陶瓷,其它,各種各樣的,陶器、磁器,その他,雑多
CERAMICS,MOVEMENT,CERMMvmt,CERM,"drag, roll, rattle, shake",陶瓷,移动,"拖动,滚动,摇晃",陶瓷,移動,"拖動,滾動,搖晃",陶器、磁器,動かす,"引きずる, 転がす, ガラガラさせる, 揺らす"
CERAMICS,TONAL,CERMTonl,CERM,"bowed, ring, shing, ping",陶瓷,音乐性,"纯音, 音色, 谐音",陶瓷,音樂性,"純音, 音色, 諧音",陶器、磁器,鳴る、響く,"お辞儀をする,鳴らす,鳴らす,鳴らす"
CHAINS,BREAK,CHAINBrk,CHAIN,"snap, break, bend",链条,打破,"折断,折断,弯曲",鏈條,打破,"折斷,折斷,彎曲",チェーン,壊れる,"折れる,壊れる,曲がる"
CHAINS,HANDLE,CHAINHndl,CHAIN,"handle, grab, set, pickup, set down, toss, catch",链条,抓取,"铁链,自行车链,锁链",鏈條,抓取,"鐵鍊,自行車鏈,鎖鏈",チェーン,めくる、持つ,"ハンドル,グラブ,セット,ピックアップ,セットダウン,トス,キャッチ"
CHAINS,IMPACT,CHAINImpt,CHAIN,"drop, hit, impact, slam, tension snaps",链条,打中,"跌落,撞击,撞击,猛击,张力断裂",鏈條,打中,"跌落,撞擊,撞擊,猛擊,張力斷裂",チェーン,打撃、インパクト,"ドロップ, ヒット, インパクト, スラム, テンションスナップ"
CHAINS,MISC,CHAINMisc,CHAIN,miscellaneous,链条,其它,各种各样的,鏈條,其它,各種各樣的,チェーン,その他,雑多
CHAINS,MOVEMENT,CHAINMvmt,CHAIN,"drag, handcuffs, prison chain, dog chain",链条,移动,"手铐,锁链",鏈條,移動,"手銬,鎖鏈",チェーン,引きずる、動かす,"ドラッグ,手錠,鎖,犬鎖"
CHEMICALS,ACID,CHEMAcid,CHEM,"sizzle, melt, fizz",化学,腐蚀,"嘶嘶声,融化,法术,魔法",化學,腐蝕,"嘶嘶聲,融化,法術,魔法",化学,燃焼,"シズル, メルト, フィズ"
CHEMICALS,MISC,CHEMMisc,CHEM,miscellaneous,化学,其它,各种各样的,化學,其它,各種各樣的,化学,その他,雑多な
CHEMICALS,REACTION,CHEMReac,CHEM,"bubbling, foaming, reaction",化学,反应,"冒泡,起泡,反应",化學,反應,"冒泡,起泡,反應",化学,化学反応,"泡立つ,発泡する,反応する"
CLOCKS,CHIME,CLOCKChim,CLOCK,"chime, bell, grandfather clock",钟表,风铃,"钟声, 树铃",鐘錶,風鈴,"鐘聲, 樹鈴",時計,チャイム,"チャイム,ベル,おじいさん時計"
CLOCKS,MECHANICS,CLOCKMech,CLOCK,"winding, clock gears, cuckoo clock",钟表,机械,"绕组, 时钟齿轮, 布谷鸟钟,轮轴",鐘錶,機械,"繞組, 時鐘齒輪, 布穀鳥鐘,輪軸",時計,機械、メカ,"ゼンマイ,時計の歯車,鳩時計"
CLOCKS,MISC,CLOCKMisc,CLOCK,miscellaneous,钟表,其它,各种各样的,鐘錶,其它,各種各樣的,時計,その他,雑多な
CLOCKS,TICK,CLOCKTick,CLOCK,"tick, click, quartz, tick tock, stop watch, egg timer",钟表,嘀嗒,"滴答,点击,石英,滴答,秒表,鸡蛋计时器",鐘錶,嘀嗒,"滴答,點擊,石英,滴答,秒錶,雞蛋計時器",時計,動作音,"チクタク,カチカチ,クオーツ,チクタク,ストップウォッチ,エッグタイマー"
CLOTH,FLAP,CLOTHFlp,CLOTH,"flap, flag, rustle, parachute, cape, sailcloth, sail, sheet",布料,抖动,"翅膀,襟翼,旗帜,沙沙声,降落伞,斗篷,帆布,帆,床单",布料,抖動,"翅膀,襟翼,旗幟,沙沙聲,降落傘,斗篷,帆布,帆,床單",布、クロス,はためく,"はためく,旗,そよぐ,パラシュート,マント,帆布,帆,シート"
CLOTH,HANDLE,CLOTHHndl,CLOTH,"handle, grab, set, pickup, set down, toss, catch",布料,抓取,"拿衣服, 整理衣服",布料,抓取,"拿衣服, 整理衣服",布、クロス,めくる、持つ,"ハンドル,グラブ,セット,ピックアップ,セットダウン,トス,キャッチ"
CLOTH,IMPACT,CLOTHImpt,CLOTH,"hit, drop, impact, smack",布料,打击,"抓衣服, 挠衣服",布料,打擊,"抓衣服, 撓衣服",布、クロス,インパクト、打撃、ぶつける,"打つ,落とす,ぶつける,叩く"
CLOTH,MISC,CLOTHMisc,CLOTH,miscellaneous,布料,其它,各种各样的,布料,其它,各種各樣的,布、クロス,その他,雑多な
CLOTH,MOVEMENT,CLOTHMvmt,CLOTH,"zuzz, swish, rustle, ruffle, scrunch, mvmt",布料,移动,"嗖嗖, 沙沙声, 皱褶, 摩擦",布料,移動,"嗖嗖, 沙沙聲, 皺褶, 摩擦",布、クロス,衣擦れ,"ズズ,スウィッシュ,ラズル,スクランチ,mvmt"
CLOTH,RIP,CLOTHRip,CLOTH,"rip, tear, velcro",布料,撕扯,"撕裂,魔术贴",布料,撕扯,"撕裂,魔術貼",布、クロス,引き裂く,"裂く, 引き裂く, マジックテープ"
COMMUNICATIONS,AUDIO VISUAL,COMAv,COM,"motion picture camera, spooling, film camera, projector, tape recorder, nagra, walkman, CD player, reel to reel, vcr, laserdisc player, betamax, slide projector, beamer, ipod, bolex, 8mm, 16mm",通讯,影视设备,"电影摄影机,  胶片相机, 投影仪, 录音机, 磁带机, 随身听, CD 播放器, 录像机, 播放器, 幻灯机, ipod,DVD,VCD,蓝光机",通訊,影視設備,"電影攝影機, 膠片相機, 投影儀, 錄音機, 磁帶機, 隨身聽, CD 播放器, 錄像機, 播放器, 幻燈機, ipod,DVD,VCD,藍光機",伝達、通信,AV機器,"映画カメラ,スプール,フィルムカメラ,映写機,テープレコーダー,ナグラ,ウォークマン,CDプレーヤー,オープンリール,VCR,レーザーディスクプレーヤー,ベータマックス,スライド映写機,ビーマー,iPod,ボレックス,8ミリ,16ミリ"
COMMUNICATIONS,CAMERA,COMCam,COM,"camera shutter, winding, flash bulb, kodak, nikon, canon, olympus, kodak, fuji, fujifilm, mamiya, hasselblad, leica, 35mm, 120mm",通讯,照相机,"相机快门,对焦,闪光灯,柯达,尼康,佳能,奥林巴斯,柯达,富士,富士胶片,玛米亚,哈苏,徕卡",通訊,照相機,"相機快門,對焦,閃光燈,柯達,尼康,佳能,奧林巴斯,柯達,富士,富士膠片,瑪米亞,哈蘇,徠卡",伝達、通信,カメラ,"カメラシャッター,巻き上げ,フラッシュバルブ,コダック,ニコン,キャノン,オリンパス,コダック,フジ,フジフィルム,マミヤ,ハッセルブラッド,ライカ,35mm,120mm"
COMMUNICATIONS,CELLPHONE,COMCell,COM,"mobile phone, smartphone, iphone, blackberry, flip phone, android",通讯,手机,"手机, 智能手机, iphone, 黑莓手机, 翻盖手机, 安卓",通訊,手機,"手機, 智能手機, iphone, 黑莓手機, 翻蓋手機, 安卓",伝達、通信,携帯電話、スマートフォン,"携帯電話,スマートフォン,iphone,blackberry,フリップフォン,android"
COMMUNICATIONS,MICROPHONE,COMMic,COM,"mic handling, mic tap, larsen, megaphone",通讯,麦克风,"麦克风啸叫,麦克风杂音,扩音器",通訊,麥克風,"麥克風嘯叫,麥克風雜音,擴音器",伝達、通信,マイク,"マイクハンドリング,マイクタップ,ラルセン,メガホン"
COMMUNICATIONS,MISC,COMMisc,COM,miscellaneous,通讯,其它,各种各样的,通訊,其它,各種各樣的,伝達、通信,その他,雑多なもの
COMMUNICATIONS,PHONOGRAPH,COMPhono,COM,"turntable, victrola, phonograph, stylus, vinyl record",通讯,留声机,"转盘,留声机, 黑胶唱片",通訊,留聲機,"轉盤,留聲機, 黑膠唱片",伝達、通信,蓄音機,"ターンテーブル,ビクトローラ,蓄音機,タッチペン,レコード盤"
COMMUNICATIONS,RADIO,COMRadio,COM,"tuning, radio, shortwave, squelch, futz, radio broadcast",通讯,收音机,"调谐,收音机,短波,白噪,信号,电台,通讯",通訊,收音機,"調諧,收音機,短波,白噪,信號,電台,通訊",伝達、通信,ラジオ,"チューニング,ラジオ,短波,スケルチ,ファズ,ラジオ放送"
COMMUNICATIONS,STATIC,COMStatic,COM,"static, fuzz, scramble",通讯,干扰,噪音,通訊,干擾,噪音,伝達、通信,静電気,"静電気,ファズ,スクランブル"
COMMUNICATIONS,TELEMETRY,COMTelm,COM,"morse code, telegraph, telemetry, readout, sos",通讯,无线电,"莫尔斯电码,电报,遥测,读数,sos",通訊,無線電,"莫爾斯電碼,電報,遙測,讀數,sos",伝達、通信,FAX、テレグラフ,"モールス信号,電信,テレメトリ,読み出し,SOS"
COMMUNICATIONS,TELEPHONE,COMTelph,COM,"dial, payphone, rotary dial, key pad, landline, cord phone",通讯,电话,"拨号,公用电话,旋转拨号,键盘,座机,有线电话",通訊,電話,"撥號,公用電話,旋轉撥號,鍵盤,座機,有線電話",伝達、通信,電話,"ダイヤル,公衆電話,回転ダイヤル,キーパッド,固定電話,コード電話"
COMMUNICATIONS,TELEVISION,COMTv,COM,"tv, remote, dial, show, program, futz, TV show, broadcast",通讯,电视机,"电视,遥控器,拨号,节目,节目,futz",通訊,電視機,"電視,遙控器,撥號,節目,節目,futz",伝達、通信,テレビ,"テレビ,リモコン,ダイヤル,番組,プログラム,ファズ,テレビ番組,放送"
COMMUNICATIONS,TRANSCEIVER,COMTran,COM,"walkie talkies, cb, ham radios, transceiver, squelch, intercom, dispatch",通讯,信号收发机,"对讲机,cb,业余无线电,收发器,静噪,对讲,调度",通訊,信號收發機,"對講機,cb,業餘無線電,收發器,靜噪,對講,調度",伝達、通信,無線機,"トランシーバ,スケルチ,インカム,ディスパッチ,トランシーバ,CB,ハムラジオ,トランシーバ"
COMMUNICATIONS,TYPEWRITER,COMType,COM,"typewriter, teleprinter, carriage return, platen knob",通讯,打字机,"打字机,电传打字机,回车,压板旋钮",通訊,打字機,"打字機,電傳打字機,回車,壓板旋鈕",伝達、通信,タイプライター,"タイプライター,テレプリンター,キャリッジリターン,プラテンノブ"
COMPUTERS,HARD DRIVE,CMPTDriv,CMPT,"skip, search, grind, hard disc, hard disk",电脑,硬盘,"跳过,搜索,研磨,硬盘,硬盘",電腦,硬盤,"跳過,搜索,研磨,硬盤,硬盤",コンピューター,ハードディスク,"スキップ,サーチ,グラインド,ハードディスク,ハードディスク"
COMPUTERS,KEYBOARD & MOUSE,CMPTKey,CMPT,"keyboard, mouse, mice, trackpad",电脑,键鼠,"键盘,鼠标,鼠标,触控板",電腦,鍵鼠,"鍵盤,鼠標,鼠標,觸控板",コンピューター,キーボード＆マウス,"キーボード,マウス,マウス,トラックパッド"
COMPUTERS,MISC,CMPTMisc,CMPT,"palm pilot, pocket pc",电脑,其它,"掌上电脑,掌上电脑",電腦,其它,"掌上電腦,掌上電腦",コンピューター,その他,"パームパイロット,ポケットPC"
CREATURES,AQUATIC,CREAAqua,CREA,"kraken, mermaid, giant squid",生物,水生,"海妖,美人鱼,巨型鱿鱼",生物,水生,"海妖,美人魚,巨型魷魚",想像上の生物,水生,"クラーケン,マーメイド,ダイオウイカ"
CREATURES,AVIAN,CREAAvian,CREA,"alien birds, extraterrestrial birds, fantasy birds",生物,奇幻禽类,"外星鸟类,幻想的鸟类,奇幻鸟类",生物,奇幻禽類,"外星鳥類,幻想的鳥類,奇幻鳥類",想像上の生物,鳥型,"異星人の鳥,地球外の鳥,空想の鳥"
CREATURES,BEAST,CREABeast,CREA,"wooly mammoth, mumakil, ",生物,野兽,"猛犸象,长毛象",生物,野獸,"猛獁象,長毛象",想像上の生物,家畜、四足獣,"ウーリーマンモス,ムマキール "
CREATURES,BLOB,CREABlob,CREA,"blob, gloop, goop",生物,黏体生物,"变形怪体,粘稠状的生物",生物,黏體生物,"變形怪體,粘稠狀的生物",想像上の生物,ぶよぶよした生物,"ブロブ,グループ,グープ"
CREATURES,DINOSAUR,CREADino,CREA,"brontosaurus, velociraptor, triceratops, stegosaurus, tyrannosaurus, allosaurus, spinosaurus, brachiosaurus, archaeopteryx, pterosaurs, pterodactyl",生物,恐龙,"雷龙, 迅猛龙, 三角龙, 剑龙, 暴龙, 异特龙, 棘龙, 腕龙, 始祖鸟, 翼龙, 翼手龙",生物,恐龍,"雷龍, 迅猛龍, 三角龍, 劍龍, 暴龍, 異特龍, 棘龍, 腕龍, 始祖鳥, 翼龍, 翼手龍",想像上の生物,恐竜,"ブロントサウルス,ベロキラプトル,トリケラトプス,ステゴサウルス,ティラノサウルス,アロサウルス,スピノサウルス,ブラキオサウルス,アーケオプティクス,プテロサウルス,プテロダクティル"
CREATURES,DRAGON,CREADrgn,CREA,"dragon, drake, wyvern",生物,龙,"龙,德雷克,飞龙",生物,龍,"龍,德雷克,飛龍",想像上の生物,ドラゴン,"ドラゴン,ドレイク,ワイバーン"
CREATURES,ELEMENTAL,CREAElem,CREA,"rock monster, fire monster, ice monster, rock giant, ice giant, golem",生物,精灵生物,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像",生物,精靈生物,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像",想像上の生物,エレメンツ,"岩石怪獣,火炎怪獣,氷の怪獣,岩石巨人,氷の巨人,ゴーレム"
CREATURES,ETHEREAL,CREAEthr,CREA,"ghosts, spirits, ethereal, wispy, spectre, soul, apparition, spectral, poltergeist, phantom, wraith",生物,鬼魂,"幽灵,鬼魂,空灵的人声,幻影",生物,鬼魂,"幽靈,鬼魂,空靈的人聲,幻影",想像上の生物,幽霊、ゴースト,"ゴースト,スピリット,エーテル,ウィスパー,スペクター,ソウル,幻影,スペクトル,ポルターガイスト,ファントム,レイス"
CREATURES,HUMANOID,CREAHmn,CREA,"zombie, undead, living dead, ghoul, vampire, elf, orcs, ogre, troll, tengu, leprechaun, bigfoot, swamp thing, werewolf, frankenstein, mummy",生物,类人动物,"僵尸,亡灵,活死人,食尸鬼,吸血鬼,精灵,兽人,食人魔,巨魔,天狗,妖精,大脚怪,沼泽物,狼人,科学怪人,木乃伊",生物,類人動物,"殭屍,亡靈,活死人,食屍鬼,吸血鬼,精靈,獸人,食人魔,巨魔,天狗,妖精,大腳怪,沼澤物,狼人,科學怪人,木乃伊",想像上の生物,アンドロイド,"ゾンビ,アンデッド,リビングデッド,グール,ヴァンパイア,エルフ,オーク,オーガ,トロール,天狗,レプラコーン,ビッグフット,スワンプシング,ウェアウルフ,フランケンシュタイン,ミイラ"
CREATURES,INSECTOID,CREAInsc,CREA,"giant ant, giant spider",生物,巨型昆虫,"巨型蚂蚁,巨型蜘蛛",生物,巨型昆蟲,"巨型螞蟻,巨型蜘蛛",想像上の生物,昆虫型,"大蟻,大蜘蛛"
CREATURES,MISC,CREAMisc,CREA,miscellaneous,生物,其它,不符合列表中分类的其他生物,生物,其它,不符合列表中分類的其他生物,想像上の生物,その他,雑多なもの
CREATURES,MONSTER,CREAMnstr,CREA,"godzilla, king kong, rancor, behemoth, xenomorph, chupacabra",生物,怪兽,"哥斯拉, 金刚, 庞然大物, 异形",生物,怪獸,"哥斯拉, 金剛, 龐然大物, 異形",想像上の生物,モンスター、怪物,"ゴジラ,キングコング,ランコア,ベヒーモス,ゼノモーフ,チュパカブラ"
CREATURES,REPTILIAN,CREARept,CREA,"serpent, serpentine, giant lizard, giant snake",生物,巨型爬行生物,"巨蜥, 巨蛇, 嘶声怪",生物,巨型爬行生物,"巨蜥, 巨蛇, 嘶聲怪",想像上の生物,ヒト型爬虫類,"大蛇,大蛇,大トカゲ,大蛇"
CREATURES,SMALL,CREASmall,CREA,"fairy, pixie, gremlin, imp, fraggle",生物,小型神话生物,"仙女,小精灵,类啮齿类的小生物",生物,小型神話生物,"仙女,小精靈,類囓齒類的小生物",想像上の生物,小型、妖精,"妖精,ピクシー,グレムリン,インプ,フラグル"
CREATURES,SOURCE,CREASrce,CREA,"bark, breath, call, caw, squawk, chitter, click, cry, effort, grunt, hiss, howl, growl, snarl, guttural, moan, groan, mouth, roar, scream, screech, squeal, whine",生物,人声包,"吠声,呼吸声,呼叫,鸣叫,叽叽喳喳,咔嗒声,哭泣,咕噜声,嘶嘶声,嚎叫声,咆哮声,喉音,呻吟声,用口型默示,咆哮声,尖叫声,长声尖叫,呜呜声",生物,人聲包,"吠聲,呼吸聲,呼叫,鳴叫,嘰嘰喳喳,咔嗒聲,哭泣,咕嚕聲,嘶嘶聲,嚎叫聲,咆哮聲,喉音,呻吟聲,用口型默示,咆哮聲,尖叫聲,長聲尖叫,嗚嗚聲",想像上の生物,イメージ音,"吠える,息,コール,カー,スクーク,チリ,クリック,叫び,努力,呻き,ヒス,吠える,唸る,小声,呻き,口,轟音,叫び,金切り声,鳴き声,泣き声"
CROWDS,ANGRY,CRWDAngr,CRWD,"hooligan, riot, protest, shout, rowdy",人群,愤怒,"骚乱,暴动,抗议,校园暴力",人群,憤怒,"騷亂,暴動,抗議,校園暴力",群集、人混み,怒り、怒号,"フーリガン,暴動,抗議,叫び,乱暴者"
CROWDS,APPLAUSE,CRWDApls,CRWD,"applause, cheer, clapping, encore",人群,喝彩,"掌声,欢呼,鼓掌",人群,喝彩,"掌聲,歡呼,鼓掌",群集、人混み,拍手,"拍手, 歓声, 拍手, アンコール"
CROWDS,BATTLE,CRWDBatl,CRWD,"battle cries, shout, charge, rally, army, battle, scuffle, war, screaming, dying",人群,打斗,"战斗呐喊,喊叫,冲锋,集结,军队,战斗,混战,战争,尖叫,死亡",人群,打鬥,"戰鬥吶喊,喊叫,衝鋒,集結,軍隊,戰鬥,混戰,戰爭,尖叫,死亡",群集、人混み,戦い、戦闘,"戦いの叫び,叫び,突撃,集会,軍隊,戦い,けんか,戦争,叫び声,死にかけ"
CROWDS,CELEBRATION,CRWDCele,CRWD,"celebrating, holiday, party, rowdy, birthday, new years, christmas, parade",人群,庆祝,"庆祝,节日,派对,喧闹,生日,新年,圣诞节,游行",人群,慶祝,"慶祝,節日,派對,喧鬧,生日,新年,聖誕節,遊行",群集、人混み,祝福、祝い,"祝う,休日,パーティー,騒ぐ,誕生日,新しい年,クリスマス,パレード"
CROWDS,CHEERING,CRWDCheer,CRWD,"cheering, concert, stadium, audience, whooping, swells, chants",人群,欢呼,"欢呼,音乐会,体育场,观众,欢呼,声浪,颂歌",人群,歡呼,"歡呼,音樂會,體育場,觀眾,歡呼,聲浪,頌歌",群集、人混み,応援,"応援,コンサート,スタジアム,観客,歓声,うねり,唱和"
CROWDS,CHILDREN,CRWDChld,CRWD,"playground, recess, kids playing, park, play, tag",人群,儿童,"操场,课间休息,孩子们玩耍,公园,玩游戏,捉人游戏",人群,兒童,"操場,課間休息,孩子們玩耍,公園,玩遊戲,捉人遊戲",群集、人混み,子供,"遊び場,休み時間,遊んでいる子供たち,公園,遊び,鬼ごっこ"
CROWDS,CONVERSATION,CRWDConv,CRWD,"chatter, chat, talk, sparse walla, converse, conversation",人群,谈话,"喋喋不休,聊天,谈话,稀疏的瓦拉,交谈,谈话",人群,談話,"喋喋不休,聊天,談話,稀疏的瓦拉,交談,談話",群集、人混み,会話,"おしゃべり,チャット,トーク,まばらなワラ,会話,会話"
CROWDS,LAUGHTER,CRWDLaff,CRWD,"tv show, canned laughter, comedy club, laugh track",人群,笑,"电视节目,罐头笑声,喜剧俱乐部,笑料",人群,笑,"電視節目,罐頭笑聲,喜劇俱樂部,笑料",群集、人混み,笑い,"テレビ番組, 定型的な笑い, コメディクラブ, 笑いトラック"
CROWDS,LOOP GROUP,CRWDLoop,CRWD,"loop group, adr, canned",人群,循环群杂,"循环组,ADR,预录音效",人群,循環群雜,"循環組,ADR,預錄音效",群集、人混み,ループ,"ループグループ,adr,定型文"
CROWDS,MISC,CRWDMisc,CRWD,miscellaneous,人群,其它,各种各样的,人群,其它,各種各樣的,群集、人混み,その他,雑多な
CROWDS,PANIC,CRWDPanic,CRWD,"panic, chaos, shout, scream, cry, distress",人群,恐惧,"恐慌,混乱,呐喊,尖叫,哭泣,苦恼",人群,恐懼,"恐慌,混亂,吶喊,尖叫,哭泣,苦惱",群集、人混み,パニック,"パニック,カオス,叫ぶ,悲鳴,泣き声,苦痛"
CROWDS,QUIET,CRWDQuiet,CRWD,"murmur, whispering, hushing, mumbling",人群,安静,"喃喃自语,低声细语,嘘寒问暖,喃喃自语",人群,安靜,"喃喃自語,低聲細語,噓寒問暖,喃喃自語",群集、人混み,静寂,"つぶやき, ささやき, 口ごもる, ぶつぶつ言う"
CROWDS,REACTION,CRWDReac,CRWD,"boo, ahh, ooh, studio reaction",人群,反应,"嘘,啊,哦",人群,反應,"噓,啊,哦",群集、人混み,反応、リアクション,"ブー,アッ,オー,スタジオの反応"
CROWDS,SINGING,CRWDSing,CRWD,"chant, choir, chorale, carol",人群,歌唱,"圣歌,合唱团,合唱团,颂歌",人群,歌唱,"聖歌,合唱團,合唱團,頌歌",群集、人混み,歌う、歌唱,"聖歌, 聖歌隊, コラール, キャロル"
CROWDS,SPORT,CRWDSprt,CRWD,"applause, clapping, boo, cheer, stadium, yay, audience, olympics, shouting, woohoo",人群,运动,"掌声,鼓掌,嘘声,欢呼声,体育场,耶,观众,奥运会,喊叫,呜呼声",人群,運動,"掌聲,鼓掌,噓聲,歡呼聲,體育場,耶,觀眾,奧運會,喊叫,嗚呼聲",群集、人混み,スポーツ,"拍手,手拍子,ブーイング,歓声,スタジアム,イェーイ,観客,オリンピック,叫び,ウーフー"
CROWDS,WALLA,CRWDWalla,CRWD,"voices, talk, walla, conversation",人群,群杂,"声音,谈话,叽里呱啦,谈话",人群,群雜,"聲音,談話,嘰里呱啦,談話",群集、人混み,エキストラ,"声, 話, ワラ, 会話"
DESIGNED,BASS DIVE,DSGNBass,DSGN,"bass dive, downer, bass drop, fall",声音设计,低频下潜,"低音潜水,下滑,低音下降,下沉, 下坠",聲音設計,低頻下潛,"低音潛水,下滑,低音下降,下沉, 下墜",デザイン、効果,ベース、低音,"ベースダイブ, ダウナー, ベースドロップ, フォール"
DESIGNED,BOOM,DSGNBoom,DSGN,"boom, deep hit, low sting, trailer",声音设计,低频轰鸣,"砰,重击,低音爆炸,拖车",聲音設計,低頻轟鳴,"砰,重擊,低音爆炸,拖車",デザイン、効果,重低音、サブソニック,"ブーム, ディープヒット, ロースティング, トレーラー"
DESIGNED,BRAAM,DSGNBram,DSGN,bramm,声音设计,低频号角,"号角, 铜管乐",聲音設計,低頻號角,"號角, 銅管樂",デザイン、効果,衝撃持続音,ブラム
DESIGNED,DISTORTION,DSGNDist,DSGN,"distortion, squared off, distorted",声音设计,失真,"失真,扭曲",聲音設計,失真,"失真,扭曲",デザイン、効果,ひずみ,"ディストーション,スクエアードオフ,ディストーション"
DESIGNED,DRONE,DSGNDron,DSGN,"pad, drone, texture, ominous, tension",声音设计,低音氛围,"氛围音,嗡嗡声,质地,不吉利,紧张",聲音設計,低音氛圍,"氛圍音,嗡嗡聲,質地,不吉利,緊張",デザイン、効果,ドローン,"パッド,ドローン,テクスチャ,不吉な,緊張感"
DESIGNED,EERIE,DSGNErie,DSGN,"spooky, tense, strange, creepy, scary, chilling, haunting, freaky, frightful, ",声音设计,毛骨悚然,"毛骨悚然,紧张,奇怪,可怕,不寒而栗,难以忘怀,怪异",聲音設計,毛骨悚然,"毛骨悚然,緊張,奇怪,可怕,不寒而栗,難以忘懷,怪異",デザイン、効果,デザイン系持続音,"不気味,緊張,奇妙,不気味,怖い,冷ややか,呪われた,気紛れ,恐ろしい "
